,Property.Name.,Property.Type.,Built.Year.,Model.,Address.,District.,Bedrooms.,Bedrooms.Additional,Area.Land,Area.Builtup,Floor.Description,Floor.,Asking.,PSF_land.,PSF.,PostalCode,Developer.,Bathrooms.,Tenure.,No..of.Units.,Facilities,Trains..MRT...LRT.,Bus.Stops,Primary.Schools,Secondary.Schools,Shopping.Malls,Furnish.,Integrated.Schools,HDB.Town.,lon,lat,is_HDB
1340,Bukit Batok East Avenue 5,HDB 3 Rooms,1985,New Generation(modified),240 Bukit Batok East Avenue 5 (650240),NA,2,NA,NA,721.1813,HIGH,NA,320000,NA,444,650240,NA,2,LEASEHOLD/99 years,NA,"Renovated, Park/greenery View, Air Conditioning, Cooker Hob/hood, Water Heater","BUKIT BATOK MRT 6 mins  NS2 540m, BUKIT GOMBAK MRT 12 mins  NS3 980m, HILLVIEW MRT DUE 2016 24 mins  DT3 1.95 km","Blk 240 1 min  176985945 70m, Blk 503 1 min  945985176 90m, Blk 231 2 mins  85250699061776666B106106A157174174e177178 170m","Lianhua Primary 420m, Bukit View Primary 480m, Keming Primary 610m","Hillgrove Secondary 280m, Bukit View Secondary 570m, Yusof Ishak Secondary 1.12 km","West Mall 560m, HillV2 1.75 km, THE RAIL MALL 1.81 km",Partially Furnished,NA, Bukit Batok ,103.7539471,1.3505337,Yes
1341,Gentle Road,Semi-Detached,NA,Semi-detached,Gentle Road, D11 - Newton / Novena ,5,NA,4101,3200,NA,NA,7100000,1731,2219,NA,NA,NA,FREEHOLD,NA,"Park/greenery View, Original Condition, Corner Unit, Air Conditioning, Bathtub, Water Heater, Cooker Hob/hood, Balcony, Outdoor Patio, Terrace, Maidsroom, Private Garden","NOVENA MRT 3 mins  NS20 290m, NEWTON MRT 10 mins  DT11NS21 870m, MOUNT PLEASANT MRT DUE 2021 14 mins  TE10 1.13 km","Opp Novena Ch 2 mins  141143166167162162M131554565721851980NR1 200m, Novena Ch 2 mins  545167162162M143 230m","Anglo-chinese School (primary) 590m, St. Joseph's Institution Junior 600m, Balestier Hill Primary 770m","Anglo-chinese School (barker Road) 550m, Balestier Hill Secondary 600m, Singapore Chinese Girls' 1.42 km","Velocity@novena Square 370m, VELOCITY @ NOVENA SQUARE 370m, GOLDHILL SHOPPING CENTRE 380m",NA,"Singapore Chinese Girls' School 1.42 km, Singapore Chinese Girls' Primary School 1.42 km",NA,-74.8544679,40.1480895,No
1342,Coronation Road,Semi-Detached,1994,Semi-detached,Coronation Road, D10 - Tanglin / Holland / Bukit Timah ,5,NA,4310,5300,NA,NA,8300000,1925,1566,NA,NA,NA,999 years,NA,"Renovated, Bathtub, Cooker Hob/hood, Air Conditioning, Water Heater, Outdoor Patio, Balcony, Maidsroom, Walk-in-wardrobe, Private Garden","TAN KAH KEE MRT DUE 2016 6 mins  DT8 520m, FARRER ROAD MRT 10 mins  CC20 810m, SIXTH AVENUE MRT DUE 2016 13 mins  DT7 1.11 km",NA,"Nanyang Primary 550m, Raffles Girls' Primary 840m","Hwa Chong Institution 260m, National Junior College 800m, St. Margaret's Secondary 810m","CORONATION SHOPPING PLAZA 740m, HOLLAND ROAD SHOPPING CENTRE 1.69 km, Holland Road Shopping Centre 1.69 km",NA,"Hwa Chong Institution 260m, National Junior College 800m",NA,103.8053262,1.3218636,No
1343,One-north Residences,Apartment,2009,Apartment,9 One-north Gateway (138643), D5 - Buona Vista / West Coast / Clementi New Town ,1,NA,NA,958,NA,NA,1380000,NA,1441,138643,Vista Developments Pte Ltd,NA,LEASEHOLD/99 years,405,"Barbecue Area, Jacuzzi, Swimming Pool, Gymnasium, Landscaped Garden, Air Conditioning, Intercom, Cooker Hob/hood, Air Conditioning, Water Heater, Air-conditioning, Bombshelter","ONE NORTH MRT 4 mins  CC23 360m, BUONA VISTA MRT 7 mins  CC22EW21 620m, COMMONWEALTH MRT 11 mins  EW20 920m","Opp one-north Stn 2 mins  191 200m, one-north Stn 2 mins  191 220m","Fairfield Methodist School (primary) 520m, New Town Primary 1.15 km, Henry Park Primary 1.79 km","Fairfield Methodist School (secondary) 630m, Anglo-chinese School (independent) 1.09 km, Queensway Secondary 1.37 km","Rochester Mall 440m, THE STAR VISTA 610m, HOLLAND ROAD SHOPPING CENTRE 1.12 km",NA,Anglo-chinese School (independent) 1.09 km,NA,103.7900669,1.3017122,No
1344,Montrosa,Condominium,1999,Condominium,132 Hillview Avenue (669597), D23 - Dairy Farm / Bukit Panjang / Choa Chu Kang ,3,NA,NA,1216,NA,NA,1220000,NA,1003,669597,Lauw Developments Pte Ltd,NA,999 years,122,"Tennis Court, Club House, Car Park, Barbecue Area, Play Ground, Wadpool, Swimming Pool, Park/greenery View, Bathtub, Cooker Hob/hood, Air Conditioning, Water Heater, Kitchen, Wardrobe, Air-conditioning, Flooring For Bedroom, Flooring For Living/dining, Balcony, Maidsroom","BUKIT GOMBAK MRT 12 mins  NS3 960m, HILLVIEW MRT DUE 2016 12 mins  DT3 1.0 km, BUKIT BATOK MRT 18 mins  NS2 1.46 km","Hillview Hse 2 mins  173 160m, Aft Jln Remaja 2 mins  173 190m, Opp Hillview Apts 2 mins  173176177970963963R 230m","Lianhua Primary 720m, Keming Primary 1.32 km, Dazhong Primary 1.35 km","Hillgrove Secondary 910m, Swiss Cottage Secondary 1.39 km, Bukit View Secondary 1.51 km","HillV2 800m, THE RAIL MALL 900m, West Mall 1.45 km",NA,NA,NA,103.759769,1.356757,No
1345,Watertown,Apartment,2017,Apartment,73 Punggol Central (828756), D19 - Hougang / Punggol / Sengkang ,1,1,NA,570,MID,NA,850000,NA,1491,828756,Emerald Star Pte Ltd / Fc Retail Trustee Pte Ltd,1,LEASEHOLD/99 years,992,"Bbq Pits, 24 Hours Security, Fun Pool, Basement Car Park, Gymnasium Room, Lap Pool, Multi-purpose Hall, Fitness Corner, Tennis Courts, Function Room, Pool Deck, Clubhouse, Swimming Pool, Playground, Pavillion, Original Condition, Swimming Pool View, Air Conditioning, Intercom, Water Heater, Cooker Hob/hood, Water Heater, Intercom, Air Conditioning, Balcony","PUNGGOL MRT 1 min  NE17PTC 80m,  1 min   120m,  5 mins   470m",NA,"Punggol View Primary 370m, Punggol Green Primary 630m, Punggol Cove Primary 700m","Edgefield Secondary 680m, Punggol Secondary 900m, Compassvale Secondary 1.16 km","WATERWAY POINT 20m, Rivervale Mall 1.58 km, Compass Point 1.77 km",Fully Furnished,NA,NA,103.9012948,1.4063489,No
1346,The Inflora,Condominium,2016,Condominium,57 Flora Drive (506865), D17 - Changi Airport / Changi Village ,2,NA,NA,743,HIGH,NA,870000,NA,1171,506865,Tripartite Developers Pte. Ltd,2,LEASEHOLD/99 years,396,"Tennis Court, Aqua Seats, Lawn With Hammocks, Pool Deck, Kids Pool, Fitness Stations, Stretching Lawn, Spa Pool, Jogging Track, Spa Pods, Pavilions, Patio, Water Feature, Bubbling Pool, Social Pool With Hanging Lounges, Pool Side Dining Deck, Water Bungalow, Party Deck With Bbq, Toilet With Changing Room, 50M Lap Pool, Sunken Deck, Playground, Aqua Gym, Topiary Lawn, Clubhouse, Corner Unit, Swimming Pool View, Original Condition, Air Conditioning, Intercom, Water Heater, Cooker Hob/hood, Balcony","TAMPINES EAST MRT 16 mins  DT33 1.32 km, UPPER CHANGI MRT 21 mins  DT34 1.7 km",NA,"East Spring Primary 650m, White Sands Primary 1.19 km, Chongzheng Primary 1.79 km","East Spring Secondary 630m, Ngee Ann Secondary 1.08 km, Dunman Secondary 1.22 km",LOYANG POINT 1.14 km,Partially Furnished,NA,NA,103.9664294,1.3564232,No
1347,Edelweiss Park Condominium,Condominium,2006,Condominium,98 Flora Road (507008), D17 - Changi Airport / Changi Village ,1,NA,NA,710,GROUND,1,7.00E+05,NA,986,507008,Tripartite Developers Pte Ltd,1,FREEHOLD,517,"Corner Unit, Original Condition, Cooker Hob/hood, Bathtub, Intercom, Water Heater, Air Conditioning","TAMPINES EAST MRT 19 mins  DT33 1.52 km, UPPER CHANGI MRT 22 mins  DT34 1.78 km","Bef Jln Bena 1 min  245 140m, Aft Jln Bena 2 mins  25 180m, Ballota Pk Condo 2 mins  25 230m","East Spring Primary 820m, White Sands Primary 1.3 km, Pasir Ris Primary 1.87 km","East Spring Secondary 830m, Ngee Ann Secondary 1.28 km, Dunman Secondary 1.4 km",LOYANG POINT 1.19 km,NA,NA,NA,103.968059,1.356316,No
1348,Hougang Avenue 6,HDB Executive,1989,Maisonette,429 Hougang Avenue 6 (530429),NA,4,NA,NA,1571.5294,NA,NA,708000,NA,450,530429,NA,NA,LEASEHOLD/99 years,NA,"Renovated, Park/greenery View, Cooker Hob/hood, Air Conditioning, Water Heater, Balcony","HOUGANG MRT 7 mins  NE14 590m, BUANGKOK MRT 10 mins  NE15 820m,  13 mins   1.05 km","Blk 434 1 min  3257474e6262A11388147 140m, Opp Punggol CC 1 min  1131616N276262A 140m, Punggol CC 1 min  6227161113 150m","Punggol Primary 330m, Chij Our Lady Of The Nativity 500m, Montfort Junior 530m","Holy Innocents' High 520m, Montfort Secondary 560m, North Vista Secondary 870m","Eastpoint Mall 310m, Hougang Mall 310m, THE MIDTOWN 570m",NA,NA, Hougang ,103.893814,1.3754485,Yes
1349,Symphony Suites,Condominium,NA,Condominium,11 Yishun Close (768009), D27 - Sembawang / Yishun ,3,NA,NA,915,NA,NA,842000,NA,920,768009,El Developments (Yishun) Pte Ltd,NA,LEASEHOLD/99 years,660,"Park/greenery View, Renovated, Air Conditioning, Cooker Hob/hood, Water Heater","YISHUN MRT 15 mins  NS13 1.22 km, CANBERRA U+C (NS12) 24 mins  NS12 1.96 km",Bet Blks 318A/318B 1 min  803 110m,"Chongfu 690m, Xishan Primary 760m, Huamin Primary 910m","Northland Secondary 480m, Yishun Town Secondary 760m, North View Secondary 870m","JUNCTION NINE 380m, Northpoint 1.13 km, NORTHPOINT SHOPPING CENTRE 1.13 km",NA,NA,NA,103.8448696,1.434563,No
1350,Riverbank @ Fernvale,Condominium,2017,Condominium,11 Fernvale Close (797475), D28 - Seletar / Yio Chu Kang ,2,NA,NA,710,NA,NA,850000,NA,1197,797475,Uol Developments (Sengkang) Pte Ltd,2,LEASEHOLD/99 years,555,"Jacuzzi, Hydro Spa, Pool Deck, Bbq Area Dining & Play Fountain, Function Room, Guard House, Children's Playground, Indoor Gym, Splash Pool & Family Pool, Clubhouse, 50M Freeform Pool, Fitness Alcove, Tennis Court, Air Conditioning, Intercom, Water Heater, Cooker Hob/hood","LAYAR LRT 4 mins  SW6 320m,  4 mins   330m,  4 mins   380m",Bef Fernvale Link 1 min  10285 90m,"Sengkang Green Primary 720m, Anchor Green Primary 810m, Springdale Primary 960m","Pei Hwa Secondary 590m, Nan Chiau High 1.21 km","THE SELETAR MALL 680m, GREENWICH V 1.54 km, COMPASS ONE 1.55 km",Fully Furnished,NA,NA,103.881293,1.3947215,No
1351,Riverbank @ Fernvale,Condominium,2017,Condominium,11 Fernvale Close (797475), D28 - Seletar / Yio Chu Kang ,2,NA,NA,710,NA,NA,850000,NA,1197,797475,Uol Developments (Sengkang) Pte Ltd,2,LEASEHOLD/99 years,555,"Bbq Area Dining & Play Fountain, Fitness Alcove, Indoor Gym, Clubhouse, 50M Freeform Pool, Hydro Spa, Guard House, Pool Deck, Tennis Court, Function Room, Children's Playground, Jacuzzi, Splash Pool & Family Pool, Air Conditioning, Intercom, Water Heater, Cooker Hob/hood","LAYAR LRT 4 mins  SW6 320m,  4 mins   330m,  4 mins   380m",Bef Fernvale Link 1 min  10285 90m,"Sengkang Green Primary 720m, Anchor Green Primary 810m, Springdale Primary 960m","Pei Hwa Secondary 590m, Nan Chiau High 1.21 km","THE SELETAR MALL 680m, GREENWICH V 1.54 km, COMPASS ONE 1.55 km",Fully Furnished,NA,NA,103.881293,1.3947215,No
1352,Maplewoods Condominium,Condominium,1997,Condominium,985 Bukit Timah Road (589627), D21 - Clementi Park / Upper Bukit Timah ,3,NA,NA,1324,NA,NA,2250000,NA,1699,589627,Evermore Investments Pte Ltd,NA,FREEHOLD,697,"Multi Purpose Hall, Jacuzzi, Barbecue Area, Wadpool, Fitness Area, Club House, Squash Court, Car Park, Swimming Pool, Securities, Play Ground, Landscaped Garden, Tennis Court, Park/greenery View, Renovated, Air Conditioning, Intercom, Wardrobe, Kitchen, Air-conditioning, Flooring For Living/dining, Flooring For Bedroom","KING ALBERT PARK MRT DUE 2016 2 mins  DT6 230m, BEAUTY WORLD MRT DUE 2016 16 mins  DT5 1.35 km, SIXTH AVENUE MRT DUE 2016 17 mins  DT7 1.36 km","The Nexus 1 min  6666B677477174170170A171154157151852970961961C 150m, Hua Guan Gdn 2 mins  154157170171151174970961961C85274776666B67 180m, Opp The Nexus 3 mins  961961C85297074776666B67151170171174154157 250m","Methodist Girls' School (primary) 340m, Pei Hwa Presbyterian Primary 1.13 km",Methodist Girls' School (secondary) 340m,"BUKIT TIMAH PLAZA 900m, BEAUTY WORLD PLAZA 1.32 km, BUKIT TIMAH SHOPPING CENTRE 1.46 km",NA,"Methodist Girls' School (secondary) 340m, Methodist Girls' School (primary) 340m",NA,103.7850975,1.3348359,No
1353,The Light @ Cairnhill,Condominium,2004,Condominium,50 Cairnhill Road (229662), D9 - Orchard / River Valley ,4,NA,NA,2443,LOW,NA,4900000,NA,2006,229662,Wing Tai Holdings Ltd,4,FREEHOLD,118,"Swimming Pool, Barbecue Area, Securities, Gymnasium, Wadpool, Landscaped Garden, Jacuzzi, Tennis Court, Car Park, Park/greenery View, Air Conditioning, Wardrobe, Flooring For Living/dining, Kitchen, Flooring For Bedroom, Air-conditioning, Balcony","SOMERSET MRT 7 mins  NS23 630m, ORCHARD MRT 8 mins  NS22TE14 680m, NEWTON MRT 9 mins  DT11NS21 730m",NA,"Anglo-chinese School (junior) 560m, St. Margaret's Primary 970m, River Valley Primary 1.34 km","Raffles Girls' School (secondary) 1.18 km, School Of The Arts, Singapore 1.41 km, Anglo-chinese School (barker Road) 1.53 km","Paragon 260m, THE PARAGON 330m, 268 ORCHARD ROAD 370m",Not Furnished,"School Of The Arts, Singapore 1.41 km",NA,103.8377758,1.3059693,No
1354,Leedon Residence,Condominium,2015,Condominium,16 Leedon Heights (267937), D10 - Tanglin / Holland / Bukit Timah ,4,NA,NA,2648,NA,NA,7898520,NA,2983,267937,Leedon Residence Developments Pte Ltd,NA,FREEHOLD,381,"Tennis Courts, Arrival Court, The Gym, The Grill, Pool Cabanas, Recreational Garden, Kids’ Pool, Water Features, Tree Avenue, Tree Grove, Pavillions, Reflective Pool, The Dining Lounge, Fitness Corner, The Club, Jacuzzi, Lap Pool, The Forest Walk, Discovery Playground, Corner Unit, Original Condition, Cooker Hob/hood, Bathtub, Intercom, Water Heater, Air Conditioning, Balcony, Maidsroom, Bombshelter, Private Garden, Walk-in-wardrobe","HOLLAND VILLAGE MRT 7 mins  CC21 570m, FARRER ROAD MRT 10 mins  CC20 870m, COMMONWEALTH MRT 15 mins  EW20 1.2 km","Fairlodge 1 min  1651067577487 140m, Aft Estoril Mans 2 mins  77577481061655NNR8 180m","Nanyang Primary 1.14 km, New Town Primary 1.47 km","St. Margaret's Secondary 1.24 km, Queensway Secondary 1.4 km, Hwa Chong Institution 1.42 km","HOLLAND ROAD SHOPPING CENTRE 740m, Holland Road Shopping Centre 740m, CORONATION SHOPPING PLAZA 1.56 km",NA,"Hwa Chong Institution 1.42 km, National Junior College 1.97 km",NA,103.801481,1.312749,No
1355,Leedon Residence,Condominium,2015,Condominium,20 Leedon Heights (266218), D10 - Tanglin / Holland / Bukit Timah ,5,NA,NA,4704,NA,NA,11458432,NA,2436,266218,Leedon Residence Developments Pte Ltd,NA,FREEHOLD,381,"The Gym, The Forest Walk, Arrival Court, Pavillions, Fitness Corner, Tennis Courts, Jacuzzi, Kids’ Pool, Recreational Garden, The Dining Lounge, The Grill, Tree Grove, Tree Avenue, Water Features, Discovery Playground, Pool Cabanas, The Club, Reflective Pool, Lap Pool, Original Condition, Park/greenery View, Corner Unit, Private Pool, Air Conditioning, Bathtub, Intercom, Water Heater, Cooker Hob/hood, Balcony, Bombshelter, Maidsroom, Walk-in-wardrobe","HOLLAND VILLAGE MRT 7 mins  CC21 630m, FARRER ROAD MRT 9 mins  CC20 760m, COMMONWEALTH MRT 17 mins  EW20 1.37 km",NA,"Nanyang Primary 990m, New Town Primary 1.64 km, Raffles Girls' Primary 1.83 km","St. Margaret's Secondary 1.12 km, Hwa Chong Institution 1.25 km, Queensway Secondary 1.57 km","HOLLAND ROAD SHOPPING CENTRE 840m, Holland Road Shopping Centre 840m, CORONATION SHOPPING PLAZA 1.41 km",NA,"Hwa Chong Institution 1.25 km, National Junior College 1.8 km",NA,103.8020663,1.3145706,No
1356,Bedok Residences,Apartment,2015,Apartment,24 Bedok North Drive (465498), D16 - Bedok / Upper East Coast ,1,1,NA,592,NA,NA,890000,NA,1503,465498,Brillamce Residential (1) Pte Ltd / Brillance Trustee Pte Ltd,1,LEASEHOLD/99 years,583,"Water Lounge Sunbeds, Children Playground, Clubhouse With Gym And Function Rooms, Kinetic Fish Water Feature, Infinity Lap Pool, Bbq In Maze, Jetty Pavilion, Tennis Court, Children's Pool, Terraced Spa Pods, Senior Fitness Stations, Outdoor Exercise Stations, Reflective Pools, City View, Sea View, Air Conditioning, Cooker Hob/hood, Intercom, Water Heater, Balcony","BEDOK MRT 1 min  EW5 70m, BEDOK RESERVOIR MRT 17 mins  DT30 1.37 km, SIGLAP MRT DUE 2023 20 mins  TE28 1.63 km","Bedok Stn 1 min  246728313535M29222222B 30m, Bedok Int 1 min  222225G225W228229401854854E1961976666A6914161717A182579263030e323333B3535M60384016887 90m, Bedok Stn 2 mins  222B2224N672928313535M24 160m","Fengshan Primary 680m, Opera Estate Primary 850m, Bedok Green Primary 880m","Temasek Junior College 920m, Ping Yi Secondary 1.05 km, Bedok Green Secondary 1.25 km","BEDOK MALL 70m, BEDOK POINT 280m, SIGLAP SHOPPING CENTRE 1.44 km",Partially Furnished,Temasek Junior College 920m,NA,103.9283224,1.3252751,No
1357,Kingsford Waterbay,Apartment,2017,Apartment,66 Upper Serangoon View (533885), D19 - Hougang / Punggol / Sengkang ,3,NA,NA,850,HIGH,NA,950000,NA,1118,533885,Kingsford Property Developments Pte Ltd,2,LEASEHOLD/99 years,1165,"Swimming Pool View, Corner Unit, Air Conditioning, Intercom, Water Heater, Cooker Hob/hood, Balcony"," 14 mins   1.16 km, HOUGANG MRT 15 mins  NE14 1.23 km, RANGGUNG LRT 15 mins  SE5 1.24 km","Opp S'goon Sec Sch 1 min  324 110m, Serangoon Sec Sch 3 mins  6262A102136 250m","Chij Our Lady Of The Nativity 560m, Punggol Primary 1.03 km, Holy Innocents' Primary 1.26 km","Serangoon Secondary 140m, Holy Innocents' High 740m, North Vista Secondary 930m","THE MIDTOWN 890m, Eastpoint Mall 1.0 km, Hougang Mall 1.0 km",Partially Furnished,NA,NA,103.9037896,1.3754808,No
1358,Sennett Estate,Terrace,1955,Corner Terrace,Jalan Wangi, D13 - Macpherson / Potong Pasir ,3,1,1898,1741,NA,NA,2600000,1369,1493,NA,Tan Chong Land Company Pte Ltd,3,FREEHOLD,77,"Corner Unit, Original Condition, Cooker Hob/hood","POTONG PASIR MRT 7 mins  NE10 610m, WOODLEIGH MRT 12 mins  NE11 1.01 km, MATTAR MRT 13 mins  DT25 1.1 km","Opp Gulab Bldg 1 min  61646566815490151 80m, Gulab Bldg 1 min  1519015464656666A861 110m, Kenwood 2 mins  125 210m","Cedar Primary 600m, St. Andrew's Junior 1.0 km, Canossa Convent Primary 1.02 km","Cedar Girls' Secondary 400m, Chij Katong Convent 780m, St. Andrew's Secondary 900m",BENDEMEER SHOPPING MALL 1.8 km,NA,Maris Stella High School 1.29 km,NA,103.8746844,1.3305292,No
1359,Bukit Batok Street 31,HDB Executive,1986,Model A-maisonette,355 Bukit Batok Street 31 (650355),NA,3,NA,NA,1657.6406,NA,NA,620000,NA,374,650355,NA,3,LEASEHOLD/99 years,NA,"Corner Unit, Park/greenery View, Air Conditioning, Water Heater","BUKIT GOMBAK MRT 4 mins  NS3 340m, BUKIT BATOK MRT 17 mins  NS2 1.41 km, TECK WHYE LRT 21 mins  BP4 1.69 km","Opp Blk 347 1 min  945NR8 120m, Blk 347 1 min  9453N868 130m","St. Anthony's Primary 350m, Dazhong Primary 400m, Lianhua Primary 930m","Swiss Cottage Secondary 330m, Hillgrove Secondary 1.04 km, Bukit View Secondary 1.8 km","West Mall 1.35 km, HillV2 1.52 km, KEAT HONG SHOPPING CENTRE 1.87 km",Not Furnished,NA, Bukit Batok ,103.7505266,1.361775,Yes
1360,Bukit Batok West Avenue 8,HDB 3 Rooms,1985,Model A,177 Bukit Batok West Avenue 8 (650177),NA,2,NA,NA,785.7647,MID,NA,290000,NA,369,650177,NA,2,LEASEHOLD/99 years,NA,"Renovated, Park/greenery View, Air Conditioning, Cooker Hob/hood, Water Heater","BUKIT BATOK MRT 11 mins  NS2 920m, CHINESE GARDEN MRT 13 mins  EW25 1.08 km, JURONG EAST MRT 18 mins  EW24NS1 1.48 km","Blk 168 1 min  941 100m, Blk 154A 2 mins  941 200m","Princess Elizabeth Primary 330m, Yuhua Primary 390m, Jurong Primary 1.01 km","Bukit Batok Secondary 260m, Crest Secondary 320m, Shuqun Secondary 720m","West Mall 910m, WESTGATE 1.36 km, IMM BUILDING 1.38 km",NA,NA, Bukit Batok ,103.7416359,1.346356,Yes
1361,Grandeur Park Residences,Condominium,2021,Condominium,9 Bedok South Avenue 3 (465465), D16 - Bedok / Upper East Coast ,4,NA,NA,1130,NA,NA,1688000,NA,1494,465465,Cel-Changi Pte Ltd,3,LEASEHOLD/99 years,720,"Swimming Pool View, Park/greenery View, Original Condition, Air Conditioning, Water Heater, Cooker Hob/hood, Balcony, Walk-in-wardrobe","TANAH MERAH MRT 2 mins  EW4 210m, BEDOK SOUTH MRT DUE 2024 13 mins  TE30 1.04 km, EASTWOOD LODGE 17 mins  DT37TE31 1.43 km","Tanah Merah Stn 2 mins  313535M3845474814242912 220m, Blk 50 2 mins  3846474812506 230m","Haig Girls' 690m, Bedok Green Primary 840m, Temasek Primary 850m","Bedok View Secondary 200m, Bedok South Secondary 640m, Anglican High 690m","BEDOK SHOPPING COMPLEX 720m, EAST VILLAGE 730m, BEDOK POINT 1.42 km",NA,Temasek Junior College 1.31 km,NA,103.9443529,1.3245372,No
1362,Regentville,Apartment,1999,Penthouse,12 Hougang Street 92 (538688), D19 - Hougang / Punggol / Sengkang ,2,NA,NA,1745,PENTHOUSE,NA,1040000,NA,596,538688,Serenity Properties Pte Ltd,3,LEASEHOLD/99 years,580,"Securities, Swimming Pool, Wadpool, Jacuzzi, Club House, Barbecue Area, Car Park, Gymnasium, Tennis Court, Play Ground, Corner Unit, Renovated, Air Conditioning, Cooker Hob/hood, Intercom, Water Heater, Bathtub, Wardrobe, Kitchen, Flooring For Living/dining, Air-conditioning, Flooring For Bedroom, Bombshelter, Maidsroom, Roof Terrace","HOUGANG MRT 20 mins  NE14 1.62 km, KOVAN MRT 21 mins  NE13 1.73 km,  24 mins   1.95 km","Blk 941A 1 min  112 110m, Regentville 1 min  10911615972 130m, Hougang 1 2 mins  72159109109A1166NNR6325 200m","Rosyth 340m, Hougang Primary 600m, Xinmin Primary 630m","Bowen Secondary 340m, Xinmin Secondary 580m, Hougang Secondary 670m","HOUGANG 1 280m, HOUGANG GREEN SHOPPING MALL 1.26 km, MYVILLAGE AT SERANGOON GARDEN 1.72 km",NA,NA,NA,103.877945,1.374141,No
1363,Woodlands Drive 75,HDB 5 Rooms,2004,Improved,690D Woodlands Drive 75 (734690),NA,3,NA,NA,1184.029,HIGH,NA,410000,NA,346,734690,NA,2,LEASEHOLD/99 years,NA,"Corner Unit, Renovated, Air Conditioning, Water Heater","ADMIRALTY MRT 10 mins  NS10 810m, SEMBAWANG MRT 19 mins  NS11 1.52 km","Opp Woodsvale Condo 2 mins  962965969 220m, Woodsvale Condo 3 mins  965965A969962NR2 250m","Greenwood Primary 450m, Riverside Primary 850m, Admiralty Primary 880m","Admiralty Secondary 730m, Spectra Secondary 780m, Sembawang Secondary 1.04 km","ADMIRALTY PLACE 720m, WOODLANDS MART 1.15 km, Sun Plaza 1.43 km",NA,NA, Woodlands ,103.8079058,1.4426008,Yes
1364,The Coast at Sentosa Cove,Condominium,NA,Condominium,276 Ocean Drive (098449), D4 - Sentosa / Harbourfront ,5,NA,NA,4058,NA,NA,6380000,NA,1572,98449,Ho Bee Cove Pte Ltd,NA,LEASEHOLD/99 years,249,"Air Conditioning, Cooker Hob/hood, Air Conditioning, Balcony",NA,NA,NA,NA,NA,NA,NA,NA,103.844398,1.246774,No
1365,Compassvale Crescent,HDB 5 Rooms,2001,Improved,290B Compassvale Crescent (542290),NA,3,NA,NA,1184.029,MID,NA,438000,NA,370,542290,NA,2,LEASEHOLD/99 years,NA,"Corner Unit, Cooker Hob/hood, Air Conditioning, Water Heater, Balcony"," 4 mins   370m, CHENG LIM LRT 4 mins  SW1 380m,  6 mins   480m","Blk 291A 2 mins  83 180m, Opp Blk 291A 2 mins  83 210m, Blk 286B 2 mins  1091194343M 210m","Compassvale Primary 300m, Punggol Green Primary 570m, Springdale Primary 830m","Compassvale Secondary 330m, Edgefield Secondary 670m, Chij St. Joseph's Convent 840m","COMPASS ONE 590m, Compass Point 600m, Rivervale Mall 990m",Partially Furnished,NA, Sengkang ,103.896838,1.396847,Yes
1366,Kovan Regency,Condominium,2015,Condominium,2 Kovan Rise (544734), D19 - Hougang / Punggol / Sengkang ,2,NA,NA,990,PENTHOUSE,NA,1280000,NA,1293,544734,Hoi Hup Kovan Developments Pte Ltd,1,LEASEHOLD/99 years,378,"Seating Alcove, Trellis, Clubhouse, 50M Lap Pool, Roof Terrace, Reflecting Pool, Toddler Pool, Playground, Reading Corner, Water Jet Platform, Chess Corner, Tree Grove, Spa Pool, Pool Deck, Bbq Garden, Gymnasium, Children Pool, Outdoor Fitness Station, Function Room, Renovated, City View, Intercom, Air Conditioning, Water Heater, Roof Terrace","KOVAN MRT 5 mins  NE13 450m, HOUGANG MRT 13 mins  NE14 1.07 km, SERANGOON MRT 24 mins  CC13NE12 1.97 km","Opp Glad Tidings Ch 2 mins  808182119101107107M112113136153 210m, Glad Tidings Ch 2 mins  101107107M112113115136153119808182 220m","Xinghua Primary 780m, Xinmin Primary 960m, Holy Innocents' Primary 970m","Yuying Secondary 830m, Xinmin Secondary 1.09 km, Bowen Secondary 1.25 km","HEARTLAND MALL-KOVAN 400m, ICB SHOPPING CENTRE 1.3 km, UPPER SERANGOON SHOPPING CENTRE 1.32 km",NA,NA,NA,103.884925,1.3618687,No
1367,Le Regal,Apartment,2015,Apartment,340 Geylang Road (389365), D14 - Eunos / Geylang / Paya Lebar ,1,NA,NA,366,NA,NA,560000,NA,1530,389365,Fragrance Realty Pte Ltd,NA,FREEHOLD,88,"Bbq Pits, Gymnasium Room, Fitness Corner, Swimming Pool, Function Room, Playground, Air Conditioning, Balcony","ALJUNIED MRT 6 mins  EW9 530m, MOUNTBATTEN MRT 9 mins  CC7 740m, DAKOTA MRT 12 mins  CC8 990m","Bef Lor 18 Geylang 1 min  853C26226636751801321100158 70m, Opp SCN Ctr 3 mins  40 240m","Geylang Methodist School (primary) 710m, Kong Hwa 900m, Macpherson Primary 1.35 km","Geylang Methodist School (secondary) 630m, Broadrick Secondary 960m, Chung Cheng High School (main) 1.41 km","LEISURE PARK KALLANG 1.21 km, KALLANG WAVE MALL 1.28 km, CITY PLAZA 1.51 km",NA,Dunman High School 1.45 km,NA,103.8804631,1.3125425,No
